student_id,Gender,gpa_current,attendance_rate,Financial_aid_status,Family_Income,Dropout
S1558,Male,3.91,0.93,FALSE,786965,0
S1559,Female,3.29,0.57,TRUE,235359,1
S1560,Female,2.78,0.7,FALSE,889755,1
S1561,Female,2.73,0.61,FALSE,595290,1
S1562,Male,3.39,0.74,TRUE,355765,0
S1563,Female,3.24,0.77,FALSE,817125,0
S1564,Male,2.32,0.62,FALSE,698654,1
S1565,Female,2.13,0.98,FALSE,820769,1
S1566,Male,2.84,0.83,TRUE,67875,1
S1567,Male,3.2,0.91,TRUE,470883,0
S1568,Male,1.89,0.76,FALSE,600040,2
S1569,Female,3,0.53,FALSE,640245,1
S1570,Male,1.96,0.86,FALSE,965829,2
S1571,Male,2.53,0.67,FALSE,911181,1
S1572,Female,2.42,0.65,FALSE,274273,1
S1573,Male,3.95,0.98,TRUE,202235,0
S1574,Male,2.68,0.96,TRUE,944040,1
S1575,Female,2.87,0.78,TRUE,397176,1
S1576,Male,3.88,0.68,FALSE,447048,1
S1577,Female,1.81,0.95,TRUE,147508,2
S1578,Female,3.26,0.74,TRUE,57837,0
S1579,Male,1.88,0.95,FALSE,576156,2
S1580,Female,1.85,0.78,FALSE,445543,2
S1581,Male,2.35,0.91,FALSE,785076,1
S1582,Female,3.84,0.82,TRUE,194067,0
S1583,Male,3.03,0.71,FALSE,699246,0
S1584,Male,3.93,0.99,FALSE,522089,0
S1585,Female,1.74,0.55,TRUE,338251,2
S1586,Female,3.11,0.6,FALSE,88934,2
S1587,Male,2.43,0.95,FALSE,254158,1
S1588,Male,3.75,0.78,FALSE,957115,0
S1589,Female,2.69,0.93,FALSE,206283,1
S1590,Female,1.53,0.59,FALSE,485180,2
S1591,Male,3.63,0.98,TRUE,342525,0
S1592,Male,1.92,0.65,FALSE,59475,2
S1593,Female,2.97,0.73,FALSE,615723,1
S1594,Male,1.9,0.99,FALSE,689280,2
S1595,Male,2.79,0.96,TRUE,742535,1
S1596,Female,2.96,0.8,FALSE,479905,1
S1597,Female,1.65,0.94,FALSE,368807,2
S1598,Male,3.77,0.95,FALSE,667126,0
S1599,Female,3.5,0.71,FALSE,275196,1
S1600,Female,3.47,0.71,FALSE,859718,0
S1601,Male,2.83,0.64,TRUE,925342,1
S1602,Female,2.46,0.72,TRUE,400725,1
S1603,Male,3.44,0.85,FALSE,828945,0
S1604,Female,1.63,0.75,FALSE,203783,2
S1605,Female,3.88,0.65,TRUE,648282,1
S1606,Male,2.37,0.92,FALSE,988202,1
S1607,Male,3.56,0.81,FALSE,80532,2
S1608,Male,2.32,0.63,TRUE,112964,1
S1609,Male,1.76,0.72,FALSE,52263,2
S1610,Female,2.13,0.54,FALSE,416832,1
S1611,Female,2.25,0.52,FALSE,934468,1
S1612,Male,3.45,0.66,FALSE,635113,1
S1613,Male,3.73,0.87,FALSE,917839,0
S1614,Male,1.93,0.66,FALSE,187154,2
S1615,Female,1.55,0.67,FALSE,162316,2
S1616,Male,2.24,0.95,FALSE,686587,1
S1617,Male,1.69,0.9,TRUE,381248,2
S1618,Male,2.02,0.96,TRUE,652294,1
S1619,Male,3.82,0.57,FALSE,820957,1
S1620,Female,2.26,0.92,FALSE,592826,1
S1621,Male,3.62,0.84,FALSE,317620,1
S1622,Female,3.71,0.79,FALSE,631939,0
S1623,Male,2.92,0.8,TRUE,595003,1
S1624,Male,3.89,0.94,FALSE,177351,2
S1625,Female,3.07,0.83,FALSE,100897,2
S1626,Male,2.08,0.94,FALSE,673047,1
S1627,Female,2.02,0.74,TRUE,377552,1
S1628,Male,1.54,0.8,FALSE,526033,2
S1629,Male,3.49,0.79,TRUE,503914,0
S1630,Female,3.49,0.98,TRUE,143784,0
S1631,Male,3.27,0.6,FALSE,792906,1
S1632,Female,2.25,0.89,FALSE,340377,1
S1633,Male,3.89,0.85,TRUE,557098,0
S1634,Female,2.94,0.83,FALSE,529933,1
S1635,Male,2.73,0.55,TRUE,943420,1
S1636,Female,3.54,0.6,FALSE,424888,1
S1637,Female,1.7,0.78,FALSE,133141,2
S1638,Female,2.7,0.65,FALSE,673461,1
S1639,Female,3.61,0.5,TRUE,694049,1
S1640,Female,1.53,0.71,FALSE,364751,2
S1641,Male,2,0.51,FALSE,719948,1
S1642,Female,2.87,0.52,TRUE,830538,1
S1643,Female,3.78,0.86,FALSE,173273,2
S1644,Female,2.9,0.7,FALSE,904397,1
S1645,Male,2.14,0.77,FALSE,398816,1
S1646,Male,3.69,0.84,TRUE,536576,0
S1647,Female,1.54,0.5,FALSE,616227,2
S1648,Female,3.86,0.66,FALSE,298474,1
S1649,Female,2.43,0.63,FALSE,423648,1
S1650,Male,2.25,0.7,TRUE,504763,1
S1651,Male,3.42,0.87,FALSE,141726,2
S1652,Female,2.41,0.55,FALSE,717816,1
S1653,Female,2.82,0.72,TRUE,493582,1
S1654,Male,2.22,0.84,FALSE,378280,1
S1655,Male,3.18,0.67,TRUE,471836,1
S1656,Male,3.18,0.66,FALSE,662689,1
S1657,Male,2.9,0.69,TRUE,245832,1
S1658,Female,3.21,0.92,TRUE,735862,0
S1659,Male,3.97,0.72,TRUE,959200,0
S1660,Female,3.83,0.71,TRUE,904335,0
S1661,Female,3.59,0.52,TRUE,211519,1
S1662,Female,3.91,0.67,FALSE,299281,1
S1663,Female,3.55,0.67,FALSE,439339,1
S1664,Male,3.67,0.52,FALSE,213155,1
S1665,Male,3.27,0.66,FALSE,896076,1
S1666,Male,3.11,0.65,FALSE,861218,1
S1667,Female,3.1,0.93,FALSE,319574,1
S1668,Male,3.32,0.78,FALSE,848157,0
S1669,Male,1.94,0.7,TRUE,712371,2
S1670,Male,3.4,0.62,FALSE,88243,2
S1671,Female,2.67,0.6,FALSE,435040,1
S1672,Female,1.92,0.81,TRUE,144308,2
S1673,Male,1.98,0.75,FALSE,184949,2
S1674,Female,3.26,0.97,FALSE,711032,0
S1675,Female,2.77,0.97,TRUE,833699,1
S1676,Male,1.94,0.51,FALSE,772058,2
S1677,Female,3.21,0.82,FALSE,716959,0
S1678,Female,1.79,0.63,FALSE,578993,2
S1679,Female,2.87,0.53,TRUE,265317,1
S1680,Male,2.34,0.8,FALSE,395594,1
S1681,Male,2.93,0.56,FALSE,292710,1
S1682,Female,3.58,0.91,TRUE,777233,0
S1683,Male,2.91,0.91,TRUE,408514,1
S1684,Male,3.31,0.52,FALSE,131060,2
S1685,Female,2.34,0.76,FALSE,122725,2
S1686,Female,3.87,0.69,TRUE,905557,1
S1687,Male,2.3,0.96,FALSE,417737,1
S1688,Female,1.86,0.51,FALSE,417952,2
S1689,Male,2.82,0.64,FALSE,644810,1
S1690,Female,3.73,0.61,TRUE,689320,1
S1691,Male,2.27,0.77,FALSE,792776,1
S1692,Male,2.93,0.96,FALSE,82101,2
S1693,Male,2.46,0.53,TRUE,316798,1
S1694,Female,1.91,0.88,FALSE,515864,2
S1695,Male,3.76,0.64,TRUE,866036,1
S1696,Female,1.65,0.86,FALSE,855263,2
S1697,Female,3.54,0.82,FALSE,317997,1
S1698,Male,1.61,0.69,TRUE,135936,2
S1699,Male,3.18,0.79,TRUE,662606,0
S1700,Female,1.9,0.85,TRUE,849024,2
S1701,Female,2.97,0.59,FALSE,796862,1
S1702,Male,3.09,0.63,FALSE,682308,1
S1703,Male,3.76,0.7,FALSE,915460,0
S1704,Male,3.32,0.86,TRUE,684787,0
S1705,Male,1.5,0.56,FALSE,787419,2
S1706,Male,3.74,0.56,FALSE,415888,1
S1707,Male,3.3,0.81,FALSE,494739,0
S1708,Male,3.64,0.76,FALSE,935090,0
S1709,Female,2.15,0.69,FALSE,203973,1
S1710,Male,1.72,0.68,FALSE,408498,2
S1711,Male,3.2,0.69,FALSE,216415,1
S1712,Male,2.57,0.86,TRUE,159567,1
S1713,Male,2.29,0.54,FALSE,154926,2
S1714,Male,3.62,0.81,TRUE,835342,0
S1715,Female,3.24,0.98,FALSE,624702,0
S1716,Male,2.63,0.55,FALSE,233975,1
S1717,Male,2.59,0.78,FALSE,97870,2
S1718,Female,1.87,0.7,FALSE,376884,2
S1719,Female,2.6,0.87,TRUE,733006,1
S1720,Female,1.57,0.72,FALSE,439039,2
S1721,Male,2.68,0.89,FALSE,622580,1
S1722,Female,2.18,0.56,FALSE,930711,1
S1723,Male,3.12,0.51,FALSE,163001,2
S1724,Male,1.88,0.81,TRUE,343392,2
S1725,Male,3.97,0.84,TRUE,702951,0
S1726,Female,3.55,0.95,FALSE,468040,0
S1727,Male,3.41,0.51,FALSE,81190,2
S1728,Male,1.75,0.54,FALSE,642492,2
S1729,Female,1.78,0.74,FALSE,853702,2
S1730,Female,1.58,0.6,TRUE,588677,2
S1731,Female,2.11,0.87,FALSE,550312,1
S1732,Female,3.71,0.81,TRUE,74303,0
S1733,Female,2.53,0.73,FALSE,270398,1
S1734,Female,3.72,0.71,FALSE,741670,0
S1735,Male,2.58,0.57,FALSE,341749,1
S1736,Male,2.75,0.58,FALSE,305404,1
S1737,Female,3.64,0.66,TRUE,740894,1
S1738,Female,3.53,0.88,FALSE,206215,1
S1739,Female,2.94,0.74,TRUE,854647,1
S1740,Male,3,0.77,FALSE,466157,0
S1741,Female,2.03,0.57,FALSE,790879,1
S1742,Male,2.89,0.93,TRUE,513916,1
S1743,Female,3.04,0.79,TRUE,647575,0
S1744,Male,3.93,0.9,FALSE,230547,1
S1745,Male,3.2,0.61,FALSE,390265,1
S1746,Female,2.31,0.85,FALSE,938063,1
S1747,Female,2.44,0.83,TRUE,636340,1
S1748,Female,2.56,0.53,FALSE,865142,1
S1749,Female,2.91,0.7,TRUE,425741,1
S1750,Male,1.55,0.71,FALSE,675100,2
S1751,Female,3.46,0.95,FALSE,741683,0
S1752,Male,2.93,0.58,FALSE,845075,1
S1753,Male,3.06,0.64,FALSE,512687,1
S1754,Male,3.67,0.64,TRUE,478833,1
S1755,Female,2.27,0.68,TRUE,927388,1
S1756,Male,3.37,0.84,FALSE,464247,0
S1757,Female,2.08,0.5,FALSE,403290,1
S1758,Male,2.05,0.78,FALSE,104491,2
S1759,Male,2.8,0.82,TRUE,372917,1
S1760,Female,3.84,0.74,FALSE,258522,1
S1761,Male,2.59,0.96,FALSE,646961,1
S1762,Female,1.8,0.66,FALSE,511947,2
S1763,Female,1.97,0.62,TRUE,874516,2
S1764,Female,2.79,0.87,TRUE,612067,1
S1765,Female,2.44,0.71,FALSE,262949,1
S1766,Female,2.64,0.65,TRUE,330971,1
S1767,Female,3.24,0.91,FALSE,895667,0
S1768,Female,2.57,0.57,FALSE,153893,2
S1769,Male,2.89,0.84,FALSE,629644,1
S1770,Female,2.84,0.9,FALSE,113893,2
S1771,Male,2.8,0.67,TRUE,374600,1
S1772,Female,2.01,0.9,TRUE,837935,1
S1773,Female,3.95,0.55,FALSE,156336,2
S1774,Male,2.95,0.66,FALSE,125059,2
S1775,Male,2.57,0.71,FALSE,536225,1
S1776,Female,1.64,0.64,TRUE,590521,2
S1777,Male,3.62,0.65,FALSE,771054,1
S1778,Male,2.97,0.99,FALSE,690962,1
S1779,Female,1.93,0.72,FALSE,185077,2
S1780,Male,3.85,0.93,TRUE,666380,0
S1781,Female,2.91,0.87,TRUE,148584,1
S1782,Female,1.51,0.6,FALSE,635196,2
S1783,Female,2.87,0.99,FALSE,271067,1
S1784,Female,1.85,0.85,TRUE,379575,2
S1785,Female,2.77,0.76,FALSE,833342,1
S1786,Male,2.4,0.88,TRUE,303238,1
S1787,Female,2.38,0.91,FALSE,211891,1
S1788,Male,2.7,0.78,FALSE,73293,2
S1789,Female,3.26,0.83,FALSE,213003,1
S1790,Male,2.46,0.56,FALSE,639774,1
S1791,Male,1.95,0.96,FALSE,495798,2
S1792,Female,3.58,0.9,FALSE,658106,0
S1793,Male,2.09,0.98,TRUE,307457,1
S1794,Female,2.89,0.75,FALSE,941879,1
S1795,Male,2,0.88,TRUE,859434,1
S1796,Female,2.58,0.51,FALSE,145457,2
S1797,Female,3.19,0.58,TRUE,131683,1
S1798,Female,3.17,0.79,FALSE,718471,0
S1799,Female,2.85,0.71,TRUE,136161,1
S1800,Female,2.83,0.77,FALSE,121582,2
S1801,Male,3.08,0.96,FALSE,655438,0
S1802,Female,2.92,0.67,TRUE,841277,1
S1803,Male,1.96,0.97,FALSE,697497,2
S1804,Male,2.58,0.95,TRUE,916318,1
S1805,Male,3.68,0.95,FALSE,608269,0
S1806,Male,3.41,0.58,TRUE,960619,1
S1807,Male,3.85,0.78,FALSE,241248,1
S1808,Male,3.74,0.98,FALSE,300598,1
S1809,Male,3.59,0.93,FALSE,623998,0
S1810,Female,2.73,0.88,FALSE,827287,1
S1811,Male,2.99,0.59,FALSE,897432,1
S1812,Female,3.61,0.72,FALSE,598383,0
S1813,Female,3.04,0.89,FALSE,106300,2
S1814,Male,3.82,0.69,TRUE,474988,1
S1815,Male,3.64,0.58,FALSE,357201,1
S1816,Male,3.65,0.64,FALSE,739110,1
S1817,Female,2.26,0.94,FALSE,263672,1
S1818,Female,3.51,0.59,FALSE,960309,1
S1819,Male,3.85,0.86,FALSE,376781,1
S1820,Male,2.4,0.95,FALSE,680348,1
S1821,Female,3.85,0.6,FALSE,916309,1
S1822,Female,4,0.91,FALSE,429790,0
S1823,Female,3.73,0.59,FALSE,904137,1
S1824,Male,3.11,0.86,TRUE,267321,0
S1825,Female,1.68,0.62,FALSE,758440,2
S1826,Male,3.5,0.56,FALSE,239286,1
S1827,Female,3.49,0.52,FALSE,563191,1
S1828,Male,2.75,0.56,FALSE,457457,1
S1829,Male,1.71,0.87,FALSE,961898,2
S1830,Male,2.02,0.71,FALSE,896636,1
S1831,Female,1.83,0.79,FALSE,966340,2
S1832,Male,2.44,0.93,FALSE,452417,1
S1833,Female,2.02,0.61,FALSE,511703,1
S1834,Male,3.69,0.98,FALSE,919713,0
S1835,Female,2.82,0.95,TRUE,267547,1
S1836,Female,2.03,0.77,TRUE,397303,1
S1837,Female,3.34,0.76,FALSE,710983,0
S1838,Female,3.67,0.94,FALSE,955710,0
S1839,Female,2.92,0.83,TRUE,690843,1
S1840,Female,1.87,0.52,FALSE,105626,2
S1841,Male,2.14,0.81,TRUE,748768,1
S1842,Female,2.81,0.67,FALSE,229970,1
S1843,Female,1.56,0.61,FALSE,583613,2
S1844,Male,3.36,0.98,FALSE,622556,0
S1845,Male,2.38,0.79,TRUE,667869,1
S1846,Female,3.4,0.7,FALSE,682133,0
S1847,Male,1.76,0.8,FALSE,554077,2
S1848,Male,2,0.51,TRUE,851227,1
S1849,Female,1.87,0.64,TRUE,290818,2
S1850,Male,2.3,0.8,FALSE,759763,1
S1851,Male,3.18,0.63,TRUE,295017,1
S1852,Male,2.87,0.65,FALSE,607048,1
S1853,Female,2.31,0.59,FALSE,59616,2
S1854,Female,3.24,0.78,FALSE,549554,0
S1855,Male,1.78,0.8,FALSE,490110,2
S1856,Male,3.18,0.85,FALSE,222501,1
S1857,Female,1.88,0.87,FALSE,554743,2
S1858,Female,1.76,0.66,FALSE,898233,2
S1859,Female,1.53,0.57,TRUE,416794,2
S1860,Female,3.95,0.73,FALSE,758657,0
S1861,Male,3.04,0.77,FALSE,212604,1
S1862,Female,3.68,0.56,FALSE,968707,1
S1863,Male,1.52,0.55,TRUE,431587,2
S1864,Female,3.72,0.72,TRUE,336936,0
S1865,Female,2.22,0.64,FALSE,394286,1
S1866,Female,2.56,0.68,FALSE,672846,1
S1867,Female,3.94,0.92,FALSE,650849,0
S1868,Male,1.71,0.74,TRUE,632731,2
S1869,Female,3.84,0.52,FALSE,992650,1
S1870,Female,3.35,0.94,FALSE,124502,2
S1871,Male,2.97,0.71,TRUE,951100,1
S1872,Male,1.6,0.8,TRUE,64546,2
S1873,Male,3.56,0.84,TRUE,944504,0
S1874,Male,2.26,0.92,FALSE,972263,1
S1875,Female,2.02,0.72,FALSE,871249,1
S1876,Female,3.88,0.84,FALSE,970318,0
S1877,Male,2.38,0.72,TRUE,654468,1
S1878,Male,1.92,0.99,FALSE,333058,2
S1879,Female,3.63,0.96,FALSE,705788,0
S1880,Female,1.7,0.51,FALSE,145676,2
S1881,Male,3.29,0.88,FALSE,362546,1
S1882,Male,3.61,0.53,FALSE,409669,1
S1883,Female,2.57,0.79,FALSE,324692,1
S1884,Female,3.8,0.64,FALSE,833641,1
S1885,Female,2.14,0.75,FALSE,696106,1
S1886,Female,2.53,0.97,FALSE,706216,1
S1887,Male,2.55,0.68,FALSE,923639,1
S1888,Male,3.98,0.63,TRUE,807957,1
S1889,Female,3.94,0.95,FALSE,359998,1
S1890,Male,3.17,0.66,FALSE,715351,1
S1891,Male,3.7,0.91,FALSE,473180,0
S1892,Female,2.26,0.64,FALSE,50942,2
S1893,Male,2.89,0.56,TRUE,176124,1
S1894,Female,2.48,0.9,TRUE,679241,1
S1895,Female,2.47,0.7,FALSE,821440,1
S1896,Female,2.5,0.67,TRUE,61195,1
S1897,Female,2.28,0.76,FALSE,397959,1
S1898,Male,2.98,0.75,FALSE,785007,1
S1899,Female,3.82,0.73,FALSE,260876,1
S1900,Male,3.9,0.81,FALSE,662833,0
S1901,Male,1.97,0.61,FALSE,816381,2
S1902,Female,1.83,0.84,FALSE,222634,2
S1903,Male,2.27,0.7,TRUE,543060,1
S1904,Female,3.83,0.78,TRUE,223846,0
S1905,Male,3.32,0.6,FALSE,86075,2
S1906,Male,2.54,0.71,FALSE,608318,1
S1907,Female,2.2,0.97,FALSE,420555,1
S1908,Male,1.9,0.71,FALSE,738522,2
S1909,Female,2.86,0.8,FALSE,723785,1
S1910,Female,2.16,0.73,FALSE,688421,1
S1911,Male,2.1,0.98,TRUE,471132,1
S1912,Female,3.29,0.92,FALSE,546838,0
S1913,Female,3.01,0.75,FALSE,443279,0
S1914,Female,2.87,0.59,TRUE,451116,1
S1915,Female,3.21,0.75,FALSE,886387,0
S1916,Male,3.96,0.93,FALSE,637766,0
S1917,Female,2.26,0.74,FALSE,820993,1
S1918,Male,2.84,0.58,FALSE,832493,1
S1919,Female,2.68,0.57,TRUE,194600,1
S1920,Male,1.85,0.97,FALSE,921378,2
S1921,Female,2.03,0.56,FALSE,476047,1
S1922,Male,1.57,0.53,FALSE,121678,2
S1923,Male,1.52,0.91,FALSE,327601,2
S1924,Female,2.67,0.67,TRUE,179665,1
S1925,Female,1.8,0.54,FALSE,313428,2
S1926,Female,3,0.67,FALSE,315835,1
S1927,Female,3.37,0.98,FALSE,681243,0
S1928,Male,1.89,0.86,TRUE,633441,2
S1929,Female,2.8,0.6,TRUE,907287,1
S1930,Male,2.23,0.63,FALSE,198780,2
S1931,Female,2.47,0.99,FALSE,72999,2
S1932,Male,3.52,0.68,FALSE,826591,1
S1933,Female,3.58,0.73,FALSE,179437,2
S1934,Male,2.52,0.68,FALSE,626958,1
S1935,Male,3.12,0.95,TRUE,140934,0
S1936,Female,1.9,0.67,TRUE,504739,2
S1937,Female,2.97,0.87,TRUE,700831,1
S1938,Female,3.25,0.92,FALSE,444373,0
S1939,Male,3.07,0.54,TRUE,157635,1
S1940,Female,3.61,0.93,FALSE,949788,0
S1941,Female,2.04,0.85,FALSE,713387,1
S1942,Male,2.88,0.62,FALSE,758623,1
S1943,Male,1.94,0.68,FALSE,810719,2
S1944,Female,2.04,0.97,FALSE,323636,1
S1945,Female,1.59,0.51,FALSE,739579,2
S1946,Male,2.09,0.75,TRUE,273694,1
S1947,Male,3.75,0.87,FALSE,655993,0
S1948,Female,1.72,0.55,FALSE,830071,2
S1949,Male,1.98,0.81,FALSE,933235,2
S1950,Male,2.23,0.95,FALSE,816691,1
S1951,Male,3.48,0.7,TRUE,285505,0
S1952,Female,2.54,0.52,TRUE,652911,1
S1953,Female,2.37,0.96,FALSE,905977,1
S1954,Female,1.89,0.94,FALSE,893440,2
S1955,Female,2.88,0.64,FALSE,99282,2
S1956,Female,2.92,0.73,FALSE,818376,1
S1957,Female,2.18,0.94,FALSE,908183,1
S1958,Male,2.34,0.75,FALSE,505146,1
S1959,Male,2.57,0.64,TRUE,292022,1
S1960,Female,1.61,0.9,FALSE,845341,2
S1961,Female,3.84,0.7,TRUE,189007,0
S1962,Male,3.96,0.8,FALSE,617252,0
S1963,Female,3.05,0.65,TRUE,783712,1
S1964,Male,3.64,0.94,FALSE,251014,1
S1965,Female,2.94,0.7,FALSE,775652,1
S1966,Female,3.26,0.81,FALSE,124882,2
S1967,Male,3.14,0.94,FALSE,257670,1
S1968,Male,2.07,0.99,TRUE,928165,1
S1969,Male,2.34,0.98,FALSE,215284,1
S1970,Female,2.92,0.72,FALSE,637147,1
S1971,Male,1.66,0.53,FALSE,366401,2
S1972,Male,1.82,0.78,FALSE,726154,2
S1973,Male,3.43,0.72,TRUE,185277,0
S1974,Male,2.6,0.55,FALSE,442742,1
S1975,Male,1.52,0.61,FALSE,93249,2
S1976,Male,2.75,0.79,TRUE,754281,1
S1977,Female,3.06,0.62,FALSE,808507,1
S1978,Male,1.59,0.71,TRUE,715235,2
S1979,Female,3.93,0.78,FALSE,487043,0
S1980,Female,2.34,0.58,FALSE,978148,1
S1981,Female,2.86,0.69,FALSE,932278,1
S1982,Female,3.14,0.95,FALSE,471651,0
S1983,Male,1.52,0.86,FALSE,519031,2
S1984,Male,3.64,0.84,FALSE,749774,0
S1985,Male,3.13,0.83,FALSE,287729,1
S1986,Female,2.48,0.95,FALSE,122228,2
S1987,Male,3.4,1,FALSE,977253,0
S1988,Female,1.66,0.79,FALSE,563441,2
S1989,Female,3.98,0.92,FALSE,848045,0
S1990,Male,2.48,0.93,FALSE,603709,1
S1991,Male,3.14,0.73,TRUE,228338,0
S1992,Female,2.6,0.97,FALSE,297272,1
S1993,Male,1.53,0.92,FALSE,592321,2
S1994,Female,2.58,0.78,FALSE,319827,1
S1995,Male,2.04,0.79,TRUE,965933,1
S1996,Female,3.11,0.52,FALSE,866609,1
S1997,Male,3.94,0.54,FALSE,343254,1
S1998,Male,2.76,0.85,FALSE,82839,2
S1999,Female,2.2,0.78,FALSE,117912,2
S2000,Male,3.63,0.8,FALSE,493094,0
S2001,Male,3.15,0.71,TRUE,99730,0
S2002,Female,3.71,0.81,FALSE,619898,0
S2003,Male,3.43,0.95,FALSE,776774,0
S2004,Male,1.87,0.71,FALSE,612076,2
S2005,Female,3.9,0.95,FALSE,793993,0
S2006,Female,2.42,0.51,TRUE,547797,1
S2007,Female,2.79,0.53,FALSE,583234,1
S2008,Female,1.64,0.88,FALSE,181473,2
S2009,Female,2.79,0.6,FALSE,832960,1
S2010,Male,3.77,0.69,FALSE,340326,1
S2011,Male,3.27,0.78,FALSE,872659,0
S2012,Male,1.66,0.92,FALSE,480388,2
S2013,Female,1.68,0.94,FALSE,605160,2
S2014,Female,3.8,0.64,TRUE,160283,1
S2015,Male,2.5,0.88,FALSE,313026,1
S2016,Male,3.12,0.76,FALSE,322431,1
S2017,Male,3.5,0.53,FALSE,424257,1
S2018,Female,2.15,0.62,FALSE,888598,1
S2019,Female,3.38,0.66,TRUE,461467,1
S2020,Female,3.13,1,TRUE,323088,0
S2021,Male,3.54,0.5,FALSE,427176,1
S2022,Male,3.74,0.55,TRUE,989180,1
S2023,Female,2.59,0.81,FALSE,389402,1
S2024,Male,3.31,0.98,FALSE,450453,0
S2025,Female,2.31,0.98,FALSE,653703,1
S2026,Male,2.4,0.98,FALSE,512553,1
S2027,Female,3.65,0.59,TRUE,224264,1
S2028,Female,1.58,0.92,FALSE,365427,2
S2029,Male,3.05,0.51,FALSE,682547,1
S2030,Male,2.94,0.62,TRUE,553616,1
S2031,Male,3.02,0.69,FALSE,104035,2
S2032,Female,2.29,0.81,FALSE,372131,1
S2033,Male,3.65,0.75,FALSE,750917,0
S2034,Female,3.69,0.62,TRUE,643526,1
S2035,Male,2.38,0.66,FALSE,738670,1
S2036,Female,2.54,0.69,FALSE,886415,1
S2037,Female,3.26,0.57,FALSE,777063,1
S2038,Male,1.94,0.97,TRUE,495078,2
S2039,Female,3.47,0.98,TRUE,577425,0
S2040,Male,2.99,0.6,FALSE,410584,1
S2041,Female,3.74,0.85,TRUE,317315,0
S2042,Male,3.72,0.86,FALSE,540747,0
S2043,Female,3.97,0.79,TRUE,168508,0
S2044,Female,3.05,0.8,FALSE,173528,2
S2045,Male,1.59,0.83,FALSE,787592,2
S2046,Female,2.56,0.58,FALSE,577022,1
S2047,Male,3.06,0.99,FALSE,889762,0
S2048,Male,3.29,0.64,TRUE,608921,1
S2049,Male,3.36,0.65,TRUE,555194,1
S2050,Male,2.03,0.91,TRUE,676120,1
S2051,Female,3.89,0.61,FALSE,228210,1
S2052,Female,1.74,0.76,FALSE,591201,2
S2053,Female,3.01,0.81,TRUE,539612,0
S2054,Female,2.77,0.61,FALSE,498387,1
S2055,Female,1.71,0.97,FALSE,790957,2
S2056,Male,1.67,0.91,TRUE,422097,2
S2057,Male,3.45,0.63,FALSE,870680,1
S2058,Female,3.58,0.82,TRUE,285144,0
S2059,Male,3.3,0.58,TRUE,623766,1
S2060,Female,2.06,0.62,FALSE,297719,1
S2061,Female,3.33,0.69,FALSE,517883,1
S2062,Male,2.57,0.98,FALSE,87243,2
S2063,Male,2.56,0.88,FALSE,990918,1
S2064,Female,2.38,0.57,TRUE,490355,1
S2065,Female,2.67,0.92,FALSE,80754,2
S2066,Male,3.81,0.99,TRUE,573145,0
S2067,Male,3.31,0.76,TRUE,94487,0
S2068,Male,1.74,0.75,FALSE,873524,2
S2069,Female,2.88,0.71,TRUE,713415,1
S2070,Male,2.48,0.66,TRUE,925590,1
S2071,Male,1.82,0.74,TRUE,226150,2
S2072,Male,3.13,0.78,FALSE,180036,2
S2073,Male,2.71,0.75,TRUE,710850,1
S2074,Female,3.22,0.68,FALSE,60358,2
S2075,Female,3.1,0.61,FALSE,823561,1
S2076,Female,3.2,0.91,TRUE,643558,0
S2077,Female,2.69,0.62,FALSE,158668,2
S2078,Male,2.62,0.77,FALSE,211234,1
S2079,Male,2.47,0.99,TRUE,627976,1
S2080,Female,3.81,0.8,TRUE,305978,0
S2081,Male,2.07,0.57,FALSE,805957,1
S2082,Female,1.66,0.57,FALSE,322126,2
S2083,Female,2.36,0.68,TRUE,238253,1
S2084,Male,3.63,0.96,FALSE,743893,0
S2085,Male,3.02,0.75,FALSE,312549,1
S2086,Male,3.83,0.78,FALSE,741276,0
S2087,Female,2.67,0.97,FALSE,667203,1
S2088,Female,1.68,0.67,FALSE,716861,2
S2089,Female,3.65,0.77,FALSE,128834,2
S2090,Female,2.62,0.86,FALSE,729040,1
S2091,Female,3.49,0.58,FALSE,986621,1
S2092,Female,2.64,0.79,FALSE,188912,2
S2093,Male,3.83,0.6,FALSE,100867,2
S2094,Female,1.54,0.74,FALSE,672949,2
S2095,Male,2.21,0.57,FALSE,283180,1
S2096,Female,1.82,0.76,TRUE,723860,2
S2097,Female,2.2,0.89,FALSE,92578,2
S2098,Male,1.66,0.56,FALSE,336915,2
S2099,Female,1.99,0.62,FALSE,745153,2
S2100,Female,1.83,0.76,TRUE,768505,2
S2101,Female,2.33,0.71,FALSE,420787,1
S2102,Female,2.94,0.56,FALSE,518797,1
S2103,Male,1.55,0.7,TRUE,191922,2
S2104,Male,1.69,0.71,FALSE,375315,2
S2105,Male,3.77,0.72,FALSE,230827,1
S2106,Female,3.18,0.95,FALSE,480874,0
S2107,Male,2.58,0.86,FALSE,176681,2
S2108,Male,2.57,0.86,TRUE,347154,1
S2109,Male,2.67,0.96,FALSE,946112,1
S2110,Male,2.79,0.52,TRUE,773088,1
S2111,Female,2.7,0.59,TRUE,321060,1
S2112,Female,2.48,0.95,FALSE,168413,2
S2113,Male,3.8,0.61,FALSE,213338,1
S2114,Male,1.62,0.93,FALSE,751780,2
S2115,Female,2.43,0.79,TRUE,53922,1
S2116,Female,3.85,0.98,FALSE,339851,1
